Data,Timestamp,Temperature
2024-12-11,16:05:25,26.671
2024-12-11,16:05:26,26.6735
2024-12-11,16:05:27,26.6738
2024-12-11,16:05:28,26.6804
2024-12-11,16:05:29,26.6817
2024-12-11,16:05:30,26.6817
2024-12-11,16:05:31,26.6845
2024-12-11,16:05:32,26.6851
2024-12-11,16:05:33,26.6872
2024-12-11,16:05:34,26.6877
2024-12-11,16:05:35,26.6877
2024-12-11,16:05:37,26.6894
2024-12-11,16:05:38,26.6909
2024-12-11,16:05:39,26.6931
2024-12-11,16:05:40,26.6917
2024-12-11,16:05:41,26.6932
2024-12-11,16:05:42,26.6937
2024-12-11,16:05:43,26.6953
2024-12-11,16:05:44,26.6998
2024-12-11,16:05:45,26.7007
2024-12-11,16:05:46,26.7007
2024-12-11,16:05:47,26.7028
2024-12-11,16:05:48,26.7051
2024-12-11,16:05:49,26.7079
2024-12-11,16:05:50,26.7073
2024-12-11,16:05:51,26.7119
2024-12-11,16:05:52,26.714
2024-12-11,16:05:53,26.714
2024-12-11,16:05:54,26.7136
2024-12-11,16:05:55,26.7137
2024-12-11,16:05:56,26.7174
2024-12-11,16:05:57,26.7171
2024-12-11,16:05:58,26.7171
2024-12-11,16:05:59,26.7198
2024-12-11,16:06:00,26.7195
2024-12-11,16:06:01,26.722
2024-12-11,16:06:02,26.7226
2024-12-11,16:06:03,26.7244
2024-12-11,16:06:04,26.7244
2024-12-11,16:06:05,26.7255
2024-12-11,16:06:06,26.7287
2024-12-11,16:06:07,26.7293
2024-12-11,16:06:08,26.7312
2024-12-11,16:06:09,26.7325
2024-12-11,16:06:10,26.7351
2024-12-11,16:06:11,26.7351
2024-12-11,16:06:12,26.7385
2024-12-11,16:06:13,26.7394
2024-12-11,16:06:14,26.7415
2024-12-11,16:06:15,26.7423
2024-12-11,16:06:16,26.7423
2024-12-11,16:06:18,26.7469
2024-12-11,16:06:19,26.7487
2024-12-11,16:06:20,26.7515
2024-12-11,16:06:21,26.7523
2024-12-11,16:06:22,26.7559
2024-12-11,16:06:23,26.7559
2024-12-11,16:06:24,26.7582
2024-12-11,16:06:25,26.7591
2024-12-11,16:06:26,26.7614
2024-12-11,16:06:27,26.7634
2024-12-11,16:06:28,26.7648
2024-12-11,16:06:29,26.7648
2024-12-11,16:06:30,26.7662
2024-12-11,16:06:31,26.7686
2024-12-11,16:06:32,26.7709
2024-12-11,16:06:33,26.7718
2024-12-11,16:06:34,26.7718
2024-12-11,16:06:35,26.775
2024-12-11,16:06:36,26.7772
2024-12-11,16:06:37,26.7802
2024-12-11,16:06:38,26.7802
2024-12-11,16:06:39,26.783
2024-12-11,16:06:40,26.7841
2024-12-11,16:06:41,26.7865
2024-12-11,16:06:42,26.7885
2024-12-11,16:06:43,26.7905
2024-12-11,16:06:44,26.7929
2024-12-11,16:06:45,26.7952
2024-12-11,16:06:46,26.7952
2024-12-11,16:06:48,26.8001
2024-12-11,16:06:49,26.8021
2024-12-11,16:06:50,26.8023
2024-12-11,16:06:51,26.8023
2024-12-11,16:06:52,26.8027
2024-12-11,16:06:53,26.8044
2024-12-11,16:06:54,26.8052
2024-12-11,16:06:55,26.806
2024-12-11,16:06:56,26.806
2024-12-11,16:06:57,26.8089
2024-12-11,16:06:58,26.8114
2024-12-11,16:06:59,26.8119
2024-12-11,16:07:00,26.8157
2024-12-11,16:07:01,26.8157
2024-12-11,16:07:02,26.8202
2024-12-11,16:07:03,26.8214
2024-12-11,16:07:04,26.8251
2024-12-11,16:07:05,26.8251
2024-12-11,16:07:06,26.8271
2024-12-11,16:07:07,26.8304
2024-12-11,16:07:08,26.8304
2024-12-11,16:07:09,26.8304
2024-12-11,16:07:10,26.8349
2024-12-11,16:07:11,26.8376
2024-12-11,16:07:12,26.8427
2024-12-11,16:07:13,26.8427
2024-12-11,16:07:14,26.8436
2024-12-11,16:07:15,26.8456
2024-12-11,16:07:16,26.8476
2024-12-11,16:07:17,26.8502
2024-12-11,16:07:18,26.8541
2024-12-11,16:07:19,26.8584
2024-12-11,16:07:20,26.8618
2024-12-11,16:07:21,26.882
2024-12-11,16:07:22,26.8894
2024-12-11,16:07:23,26.8894
2024-12-11,16:07:24,26.9247
2024-12-11,16:07:25,26.9539
2024-12-11,16:07:26,26.9831
2024-12-11,16:07:27,27.0143
2024-12-11,16:07:28,27.0511
2024-12-11,16:07:30,27.0847
2024-12-11,16:07:31,27.1259
2024-12-11,16:07:32,27.1873
2024-12-11,16:07:33,27.2318
2024-12-11,16:07:34,27.2805
2024-12-11,16:07:35,27.3322
2024-12-11,16:07:36,27.3839
2024-12-11,16:07:37,27.3839
2024-12-11,16:07:38,27.4682
2024-12-11,16:07:39,27.5257
2024-12-11,16:07:40,27.5821
2024-12-11,16:07:41,27.5821
2024-12-11,16:07:42,27.6692
2024-12-11,16:07:43,27.6992
2024-12-11,16:07:44,27.7859
2024-12-11,16:07:46,27.8426
2024-12-11,16:07:47,27.9009
2024-12-11,16:07:48,27.9009
2024-12-11,16:07:49,27.9866
2024-12-11,16:07:50,28.0461
2024-12-11,16:07:51,28.1029
2024-12-11,16:07:52,28.1595
2024-12-11,16:07:53,28.2143
2024-12-11,16:07:54,28.2143
2024-12-11,16:07:55,28.294
2024-12-11,16:07:56,28.3462
2024-12-11,16:07:57,28.3999
2024-12-11,16:07:58,28.4775
2024-12-11,16:07:59,28.4775
2024-12-11,16:08:00,28.5296
2024-12-11,16:08:01,28.5771
2024-12-11,16:08:02,28.6271
2024-12-11,16:08:03,28.6721
2024-12-11,16:08:04,28.7202
2024-12-11,16:08:05,28.7644
2024-12-11,16:08:06,28.8071
2024-12-11,16:08:07,28.8071
2024-12-11,16:08:08,28.8518
2024-12-11,16:08:09,28.8916
2024-12-11,16:08:10,28.9292
2024-12-11,16:08:11,28.9641
2024-12-11,16:08:12,29.0126
2024-12-11,16:08:13,29.0428
2024-12-11,16:08:14,29.0734
2024-12-11,16:08:15,29.0734
2024-12-11,16:08:16,29.1032
2024-12-11,16:08:17,29.1311
2024-12-11,16:08:18,29.1603
2024-12-11,16:08:19,29.2024
2024-12-11,16:08:20,29.2295
2024-12-11,16:08:21,29.2295
2024-12-11,16:08:23,29.2799
2024-12-11,16:08:24,29.3025
2024-12-11,16:08:25,29.3252
2024-12-11,16:08:26,29.3458
2024-12-11,16:08:27,29.3671
2024-12-11,16:08:28,29.3868
2024-12-11,16:08:29,29.4069
2024-12-11,16:08:30,29.4269
2024-12-11,16:08:31,29.4445
2024-12-11,16:08:32,29.4445
2024-12-11,16:08:33,29.4556
2024-12-11,16:08:34,29.4599
2024-12-11,16:08:35,29.4548
2024-12-11,16:08:36,29.4548
2024-12-11,16:08:37,29.4496
2024-12-11,16:08:38,29.4358
2024-12-11,16:08:39,29.4273
2024-12-11,16:08:40,29.4273
2024-12-11,16:08:41,29.4153
2024-12-11,16:08:42,29.4127
2024-12-11,16:08:43,29.406
2024-12-11,16:08:44,29.406
2024-12-11,16:08:45,29.4042
2024-12-11,16:08:46,29.396
2024-12-11,16:08:47,29.3816
2024-12-11,16:08:48,29.3608
2024-12-11,16:08:49,29.3608
2024-12-11,16:08:51,29.3088
2024-12-11,16:08:52,29.282
2024-12-11,16:08:53,29.2387
2024-12-11,16:08:54,29.2139
2024-12-11,16:08:55,29.1911
2024-12-11,16:08:57,29.1808
2024-12-11,16:08:58,29.1642
2024-12-11,16:08:59,29.1479
2024-12-11,16:09:00,29.1358
2024-12-11,16:09:01,29.1222
2024-12-11,16:09:02,29.1222
2024-12-11,16:09:03,29.1126
2024-12-11,16:09:04,29.1122
2024-12-11,16:09:05,29.1122
