Timestamp.abs;Timestamp.first;Timestamp.last;Sampling.min;Sampling.max;Any flag;Fault A flag;Fault B flag;Temperature;Humidity;Gate A.Top.mean;Gate A.Top.std;Gate A.Base.mean;Gate A.Base.std;Gate A.AI Freq mean;Gate A.AI Freq std;Gate A.Flags sum;Gate B.Top.mean;Gate B.Top.std;Gate B.Base.mean;Gate B.Base.std;Gate B.AI Freq mean;Gate B.AI Freq std;Gate B.Flags sum;Fault A.Pulse Width.max;Fault A.Pulse Width.min;Fault B.Pulse Width.max;Fault B.Pulse Width.min;Voltage.mean;Voltage.std;Current.mean;Current.std
2024-09-03 09:34:50.163;0.0000000;1.0499900;100.00000k;100.00000k;FALSE;FALSE;FALSE;28.495397;50.500000;14.977877;594.21035m;-3.1805112;136.37168m;10.000000k;0.0000000;0.0000000;15.000653;576.60199m;-2.5919360;129.89388m;10.000000k;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.856946;1.2856352m;333.06488m;19.249991u
2024-09-03 09:34:51.171;1.0500000;16.599990;100.00000k;100.00000k;FALSE;FALSE;FALSE;28.578719;50.600000;14.947067;585.94562m;-3.1858226;128.55539m;10.000108k;544.23367m;0.0000000;14.891819;640.75892m;-2.6221555;143.32303m;10.000113k;568.79276m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.856989;1.3540913m;332.98993m;45.585358u
2024-09-03 09:35:06.721;16.600000;32.149990;100.00000k;100.00000k;FALSE;FALSE;FALSE;28.718117;50.300000;14.949507;582.00670m;-3.1758183;126.78495m;10.000108k;541.35092m;0.0000000;14.889148;635.72267m;-2.6191963;142.74622m;10.000110k;551.98736m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.856279;1.3351788m;332.88975m;62.908957u
2024-09-03 09:35:22.271;32.150000;47.749990;100.00000k;100.00000k;FALSE;FALSE;FALSE;28.760489;50.400000;14.952212;580.82080m;-3.1704046;127.24888m;10.000102k;505.50288m;0.0000000;14.890397;649.49281m;-2.6179243;141.27298m;10.000111k;560.72525m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.855829;1.3443477m;332.68826m;27.916442u
2024-09-03 09:35:37.871;47.750000;63.349990;100.00000k;100.00000k;FALSE;FALSE;FALSE;28.858782;50.500000;14.952650;583.30185m;-3.1660864;127.56818m;10.000107k;536.18396m;0.0000000;14.885369;638.05728m;-2.6166105;141.35876m;10.000110k;554.33469m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.855324;1.3484370m;332.64338m;48.542101u
2024-09-03 09:35:53.471;63.350000;78.849990;100.00000k;100.00000k;FALSE;FALSE;FALSE;28.868391;50.300000;14.952489;580.16630m;-3.1586414;126.38946m;10.000100k;505.53936m;0.0000000;14.880825;636.26969m;-2.6150995;141.75181m;10.000119k;598.47134m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.855556;1.3180644m;332.54688m;28.579901u
2024-09-03 09:36:08.971;78.850000;94.649990;100.00000k;100.00000k;FALSE;FALSE;FALSE;29.032849;50.100000;14.953592;583.22738m;-3.1545656;124.97797m;10.000107k;519.56001m;0.0000000;14.872728;638.16562m;-2.6168362;141.94465m;10.000122k;598.10073m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.855682;1.3238918m;332.48088m;19.883755u
2024-09-03 09:36:24.771;94.650000;110.14999;100.00000k;100.00000k;FALSE;FALSE;FALSE;28.965584;50.100000;14.954580;576.95982m;-3.1493458;125.06542m;10.000104k;524.25148m;0.0000000;14.875889;632.86379m;-2.6140472;140.60633m;10.000112k;564.41459m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.855671;1.3216611m;332.39246m;39.464710u
2024-09-03 09:36:40.271;110.15000;125.69999;100.00000k;100.00000k;FALSE;FALSE;FALSE;28.984330;50.300000;14.942802;590.24441m;-3.1459991;128.69943m;10.000107k;536.78255m;0.0000000;14.862199;644.74982m;-2.6098248;143.06627m;10.000118k;594.87373m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.855819;1.3407529m;332.35384m;13.892400u
2024-09-03 09:36:55.821;125.70000;141.24999;100.00000k;100.00000k;FALSE;FALSE;FALSE;29.020247;50.300000;14.950748;587.03477m;-3.1524928;124.94084m;10.000115k;548.26981m;0.0000000;14.868202;642.01925m;-2.6165258;141.95354m;10.000123k;586.13947m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.855934;1.3255126m;332.37521m;41.327571u
2024-09-03 09:37:11.371;141.25000;156.79999;100.00000k;100.00000k;FALSE;FALSE;FALSE;28.964009;50.300000;14.945668;595.26906m;-3.1525907;127.53869m;10.000105k;532.03398m;0.0000000;14.866437;623.06855m;-2.6141738;140.88971m;10.000107k;535.81596m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.855935;1.3215893m;332.36515m;13.045094u
2024-09-03 09:37:26.921;156.80000;172.44999;100.00000k;100.00000k;FALSE;FALSE;FALSE;28.643613;50.200000;14.951094;583.62632m;-3.1590245;125.72040m;10.000108k;522.02142m;0.0000000;14.875322;634.97336m;-2.6175009;141.45142m;10.000113k;546.37668m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.855993;1.3364317m;332.35815m;24.752682u
