Timestamp.abs;Timestamp.first;Timestamp.last;Sampling.min;Sampling.max;Any flag;Fault A flag;Fault B flag;Temperature;Humidity;Gate A.Top.mean;Gate A.Top.std;Gate A.Base.mean;Gate A.Base.std;Gate A.AI Freq mean;Gate A.AI Freq std;Gate A.Flags sum;Gate B.Top.mean;Gate B.Top.std;Gate B.Base.mean;Gate B.Base.std;Gate B.AI Freq mean;Gate B.AI Freq std;Gate B.Flags sum;Fault A.Pulse Width.max;Fault A.Pulse Width.min;Fault B.Pulse Width.max;Fault B.Pulse Width.min;Voltage.mean;Voltage.std;Current.mean;Current.std
2024-07-24 13:36:43.161;0.0000000;1.2499900;100.00000k;100.00000k;TRUE;FALSE;FALSE;25.704930;39.400000;15.104521;611.86696m;-3.1912178;195.67787m;10.000000k;0.0000000;2.0000000;14.846904;509.26932m;-3.1036540;176.66480m;10.000000k;0.0000000;2.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.866655;1.4643422m;335.43502m;11.669284u
2024-07-24 13:36:44.368;1.2500000;16.999990;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.759067;39.600000;15.030736;599.14042m;-3.1742256;167.81618m;10.000093k;554.50277m;0.0000000;14.769302;569.99636m;-3.0819190;152.26587m;10.000081k;480.16516m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.866276;1.2749737m;335.38112m;24.634436u
2024-07-24 13:37:00.118;17.000000;32.549990;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.808484;39.300000;15.041911;588.26352m;-3.1733420;166.10482m;10.000080k;466.85208m;0.0000000;14.777722;551.36942m;-3.0819706;151.62808m;10.000088k;510.75779m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.865740;1.2594775m;335.22506m;72.844605u
2024-07-24 13:37:15.668;32.550000;48.149990;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.869233;39.500000;15.023798;601.55741m;-3.1621828;169.21162m;10.000087k;512.04766m;0.0000000;14.763571;569.36160m;-3.0714544;153.93708m;10.000087k;512.01725m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.864987;1.2802108m;335.17293m;28.140104u
2024-07-24 13:37:31.268;48.150000;63.649990;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.905274;39.400000;15.019276;600.28708m;-3.1545757;167.69092m;10.000088k;511.55920m;0.0000000;14.769174;572.45834m;-3.0655203;152.46560m;10.000092k;523.64602m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.864372;1.2873185m;334.97693m;59.246856u
2024-07-24 13:37:46.768;63.650000;79.299990;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.788339;40.200000;15.032864;591.03990m;-3.1580424;168.04715m;10.000075k;461.06453m;0.0000000;14.774911;564.02040m;-3.0670755;152.47080m;10.000077k;481.02070m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.863684;1.2931554m;334.91595m;16.631861u
2024-07-24 13:38:02.418;79.300000;94.899990;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.784720;39.800000;15.025833;597.75637m;-3.1574962;167.61131m;10.000085k;497.93010m;0.0000000;14.767635;563.36282m;-3.0644542;152.49597m;10.000093k;543.02290m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.863482;1.2510149m;334.91904m;19.901759u
2024-07-24 13:38:18.018;94.900000;110.44999;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.819658;39.700000;15.018715;600.07721m;-3.1564056;167.38026m;10.000097k;539.26606m;0.0000000;14.762270;571.93811m;-3.0632458;152.56075m;10.000095k;522.85627m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.863412;1.2643020m;334.86451m;35.098025u
2024-07-24 13:38:33.568;110.45000;125.99999;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.839803;40.100000;15.026282;593.26532m;-3.1576207;167.98794m;10.000082k;485.27166m;0.0000000;14.763408;565.14967m;-3.0647142;152.80256m;10.000088k;514.88366m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.863503;1.2787259m;334.79686m;14.629794u
2024-07-24 13:38:49.118;126.00000;141.54999;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.881824;40.200000;15.031909;596.79684m;-3.1564048;166.00372m;10.000082k;481.94135m;0.0000000;14.773284;556.67842m;-3.0634747;151.13391m;10.000090k;508.72652m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.863474;1.2675444m;334.76404m;14.554840u
