Timestamp.abs;Timestamp.first;Timestamp.last;Sampling.min;Sampling.max;Any flag;Fault A flag;Fault B flag;Temperature;Humidity;Gate A.Top.mean;Gate A.Top.std;Gate A.Base.mean;Gate A.Base.std;Gate A.AI Freq mean;Gate A.AI Freq std;Gate A.Flags sum;Gate B.Top.mean;Gate B.Top.std;Gate B.Base.mean;Gate B.Base.std;Gate B.AI Freq mean;Gate B.AI Freq std;Gate B.Flags sum;Fault A.Pulse Width.max;Fault A.Pulse Width.min;Fault B.Pulse Width.max;Fault B.Pulse Width.min;Voltage.mean;Voltage.std;Current.mean;Current.std
2024-07-24 13:36:43.161;0.0000000;1.0999900;100.00000k;100.00000k;TRUE;FALSE;FALSE;25.704930;39.400000;14.962866;697.24570m;-3.1928801;159.73470m;10.000000k;0.0000000;2.0000000;14.685963;637.80326m;-2.9194702;182.55071m;10.000000k;0.0000000;2.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.862265;1.6829539m;334.82453m;15.934234u
2024-07-24 13:36:44.218;1.1000000;16.599990;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.759067;39.600000;14.928557;587.08358m;-3.2087627;138.80031m;10.000088k;512.59221m;0.0000000;14.711818;631.06697m;-2.9153305;148.74218m;10.000085k;499.58584m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.861724;1.4600488m;334.76429m;33.517789u
2024-07-24 13:36:59.718;16.600000;32.149990;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.804707;39.300000;14.907472;605.32698m;-3.1975530;141.95139m;10.000090k;530.52234m;0.0000000;14.695563;641.54391m;-2.9023879;151.41489m;10.000085k;497.65083m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.861295;1.4910007m;334.67893m;41.261907u
2024-07-24 13:37:15.268;32.150000;47.749990;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.869233;39.500000;14.918041;594.69152m;-3.1930078;140.34017m;10.000075k;466.68684m;0.0000000;14.712303;634.43488m;-2.8980163;149.45260m;10.000075k;465.63179m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.860797;1.4840112m;334.56993m;32.130217u
2024-07-24 13:37:30.868;47.750000;63.249990;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.905274;39.400000;14.908913;605.80245m;-3.1902722;141.35820m;10.000092k;534.13938m;0.0000000;14.695152;652.09961m;-2.8962435;151.87182m;10.000091k;531.33050m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.860335;1.5206950m;334.53287m;24.151517u
2024-07-24 13:37:46.368;63.250000;78.749990;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.791015;40.200000;14.908646;605.42732m;-3.1879887;139.54046m;10.000081k;475.31351m;0.0000000;14.695620;649.74151m;-2.8951397;151.11931m;10.000083k;481.58651m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.859916;1.4844788m;334.40174m;80.074049u
2024-07-24 13:38:01.868;78.750000;94.199990;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.784720;39.800000;14.907848;603.30204m;-3.1892944;140.02599m;10.000090k;516.83454m;0.0000000;14.695250;640.90063m;-2.8955610;149.72386m;10.000086k;498.15238m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.859779;1.4805100m;334.30828m;18.975962u
2024-07-24 13:38:17.318;94.200000;109.74999;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.819815;39.700000;14.908434;599.00841m;-3.1869155;140.59719m;10.000095k;557.74813m;0.0000000;14.698337;639.77791m;-2.8921353;151.51560m;10.000088k;517.88468m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.859729;1.4777154m;334.26731m;17.862385u
2024-07-24 13:38:32.868;109.75000;125.29999;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.840589;40.100000;14.909180;598.45758m;-3.1873325;140.52403m;10.000088k;504.00794m;0.0000000;14.699543;637.65415m;-2.8923163;150.09939m;10.000085k;496.55869m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.859824;1.4712141m;334.23604m;18.040658u
2024-07-24 13:38:48.418;125.30000;140.84999;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.880092;40.200000;14.911184;609.95080m;-3.1856522;139.20384m;10.000085k;492.90524m;0.0000000;14.700227;629.94791m;-2.8901879;148.56997m;10.000081k;472.24231m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.859912;1.4680611m;334.19361m;20.912630u
2024-07-24 13:39:03.968;140.85000;156.44999;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.881194;40.100000;14.903367;599.20951m;-3.1850695;139.20144m;10.000087k;479.41341m;0.0000000;14.688160;637.39522m;-2.8925915;150.58871m;10.000092k;510.31633m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.860118;1.4735346m;334.16279m;18.333846u
2024-07-24 13:39:19.568;156.45000;171.89999;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.867974;39.900000;14.913560;592.49644m;-3.1848033;138.41790m;10.000091k;529.25616m;0.0000000;14.702094;627.76961m;-2.8917695;149.17604m;10.000078k;447.50257m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.860009;1.4708057m;334.13335m;12.769434u
2024-07-24 13:39:35.018;171.90000;187.44999;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.815881;40.000000;14.896025;602.44246m;-3.1802322;142.20667m;10.000086k;504.76899m;0.0000000;14.689264;647.01008m;-2.8847812;151.08131m;10.000084k;490.35255m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.859921;1.4682660m;334.10487m;13.457301u
2024-07-24 13:39:50.568;187.45000;203.04999;100.00000k;100.00000k;FALSE;FALSE;FALSE;25.709808;39.800000;14.908127;592.60348m;-3.1838352;137.18828m;10.000093k;516.17286m;0.0000000;14.693091;636.23498m;-2.8920508;149.00944m;10.000093k;518.21822m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.860064;1.4599761m;334.08645m;13.408527u
