StartTime_us,BitInterval_us
-999.917424,2.213999999999942
-997.703424,2.21000000000015
-995.4934239999999,2.216000000000008
-993.2774239999999,2.209999999999809
-991.0674240000001,2.213999999999942
-988.8534240000001,2.2120000000002165
-986.6414239999999,2.2159999999998945
-984.425424,2.2080000000000837
-982.2174239999999,2.213999999999942
-980.003424,2.211999999999989
-977.791424,2.217999999999961
-975.573424,2.2100000000000364
-973.363424,2.216000000000008
-971.147424,2.2060000000000173
-968.941424,2.216000000000008
-966.725424,2.2060000000000173
-964.519424,2.216000000000008
-962.303424,2.2060000000000173
-960.0974239999999,2.217999999999961
-957.879424,2.2059999999999036
-955.6734240000001,2.2140000000000555
-953.459424,2.20799999999997
-951.251424,2.216000000000008
-949.035424,2.2080000000000837
-946.827424,2.216000000000008
-944.6114239999999,2.203999999999951
-942.407424,2.216000000000008
-940.191424,2.2100000000000364
-937.981424,2.217999999999961
-935.763424,2.2100000000000364
-933.553424,2.2159999999998945
-931.337424,2.2040000000000646
-929.133424,2.217999999999961
-926.915424,2.2040000000000646
-924.711424,2.216000000000008
-922.495424,2.2060000000000173
-920.2894239999999,2.217999999999847
-918.0714240000001,2.2080000000000837
-915.863424,2.22199999999998
-913.641424,2.201999999999998
-911.439424,2.2200000000000273
-909.219424,2.20799999999997
-907.011424,2.2140000000000555
-904.797424,2.213999999999942
-902.583424,2.2140000000000555
-900.369424,2.2100000000000364
-898.159424,2.217999999999961
-895.941424,2.2100000000000364
-893.731424,2.216000000000008
-891.5154239999999,2.211999999999989
-889.303424,2.2119999999998754
-887.0914240000001,2.2080000000000837
-884.883424,2.2180000000000746
-882.6654239999999,2.2019999999998845
-880.463424,2.213999999999942
-878.2494240000001,2.206000000000131
-876.043424,2.217999999999961
-873.825424,2.2040000000000646
-871.6214239999999,2.2159999999998945
-869.405424,2.206000000000131
-867.1994239999999,2.2159999999998945
-864.983424,2.2060000000000173
-862.777424,2.216000000000008
-860.561424,2.201999999999998
-858.359424,2.2199999999999136
-856.1394240000001,2.202000000000112
-853.937424,2.213999999999942
-851.723424,2.201999999999998
-849.521424,2.225999999999999
-847.295424,2.2040000000000646
-845.091424,2.2159999999998945
-842.8754240000001,2.2120000000001028
-840.663424,2.213999999999942
-838.449424,2.2100000000000364
-836.239424,2.216000000000008
-834.023424,2.2059999999999036
-831.8174240000001,2.216000000000122
-829.601424,2.2059999999999036
-827.395424,2.216000000000008
-825.179424,2.2060000000000173
-822.973424,2.216000000000008
-820.757424,2.2100000000000364
-818.547424,2.2140000000000555
-816.3334239999999,2.2059999999999036
-814.127424,2.217999999999961
-811.9094240000001,2.201999999999998
-809.7074240000001,2.216000000000122
-807.4914239999999,2.2059999999999036
-805.285424,2.216000000000008
-803.069424,2.2060000000000173
-800.863424,2.2140000000000555
-798.649424,2.20799999999997
-796.441424,2.213999999999942
-794.227424,2.2060000000000173
-792.021424,2.213999999999942
-789.8074240000001,2.202000000000112
-787.605424,2.2180000000000746
-785.3874239999999,2.2059999999999036
-783.181424,2.2140000000000555
-780.9674239999999,2.203999999999951
-778.763424,2.227999999999952
-776.535424,2.2140000000000555
-774.321424,2.2199999999999136
-772.1014240000001,2.2120000000001028
-769.889424,2.213999999999942
-767.675424,2.2080000000000837
-765.4674239999999,2.213999999999942
-763.253424,2.2099999999999227
-761.0434240000001,2.216000000000008
-758.8274240000001,2.216000000000122
-756.6114239999999,2.213999999999942
-754.397424,2.20799999999997
-752.189424,2.2100000000000364
-749.979424,2.2060000000000173
-747.773424,2.2159999999998945
-745.5574240000001,2.2100000000000364
-743.347424,2.2140000000000555
-741.133424,2.2059999999999036
-738.9274240000001,2.2180000000000746
-736.709424,2.203999999999951
-734.5054240000001,2.216000000000008
-732.289424,2.2060000000000173
-730.083424,2.216000000000008
-727.867424,2.2140000000000555
-725.653424,2.213999999999942
-723.439424,2.2060000000000173
-721.233424,2.213999999999942
-719.0194240000001,2.2100000000000364
-716.809424,2.2200000000000273
-714.589424,2.2040000000000646
-712.385424,2.2219999999998663
-710.1634240000001,2.2080000000000837
-707.955424,2.216000000000008
-705.739424,2.213999999999942
-703.525424,2.2180000000000746
-701.307424,2.2159999999998945
-699.0914240000001,2.2140000000000555
-696.877424,2.216000000000008
-694.661424,2.2200000000000273
-692.441424,2.213999999999942
-690.227424,2.2180000000000746
-688.009424,2.216000000000008
-685.793424,2.197999999999979
-683.595424,2.203999999999951
-681.391424,2.216000000000008
-679.175424,2.2040000000000646
-676.971424,2.217999999999961
-674.753424,2.2059999999999036
-672.5474240000001,2.216000000000122
-670.331424,2.201999999999998
-668.129424,2.217999999999961
-665.911424,2.2060000000000173
-663.705424,2.2140000000000555
-661.4914239999999,2.20799999999997
-659.283424,2.217999999999961
-657.065424,2.203999999999951
-654.861424,2.2140000000000555
-652.647424,2.2100000000000364
-650.437424,2.216000000000008
-648.221424,2.2059999999999036
-646.015424,2.216000000000122
-643.7994239999999,2.20799999999997
-641.591424,2.213999999999942
-639.377424,2.2099999999999227
-637.1674240000001,2.2140000000000555
-634.953424,2.2140000000000555
-632.739424,2.2140000000000555
-630.5254239999999,2.2059999999999036
-628.319424,2.2140000000000555
-626.105424,2.2200000000000273
-623.885424,2.2239999999999327
-621.661424,2.211999999999989
-619.449424,2.217999999999961
-617.2314240000001,2.216000000000008
-615.015424,2.217999999999961
-612.7974240000001,2.214000000000169
-610.5834239999999,2.211999999999989
-608.3714239999999,2.2099999999999227
-606.161424,2.2140000000000555
