Timestamp.abs;Timestamp.first;Timestamp.last;Sampling.min;Sampling.max;Any flag;Fault A flag;Fault B flag;Temperature;Humidity;Gate A.Top.mean;Gate A.Top.std;Gate A.Base.mean;Gate A.Base.std;Gate A.AI Freq mean;Gate A.AI Freq std;Gate A.Flags sum;Gate B.Top.mean;Gate B.Top.std;Gate B.Base.mean;Gate B.Base.std;Gate B.AI Freq mean;Gate B.AI Freq std;Gate B.Flags sum;Fault A.Pulse Width.max;Fault A.Pulse Width.min;Fault B.Pulse Width.max;Fault B.Pulse Width.min;Voltage.mean;Voltage.std;Current.mean;Current.std
2024-09-16 10:19:09.144;0.0000000;1.1999900;100.00000k;100.00000k;TRUE;FALSE;FALSE;30.109429;33.900000;14.968083;587.98388m;-2.9894624;163.21799m;10.000093k;453.69781m;2.0000000;14.923348;534.03560m;-3.0408908;155.77776m;10.000126k;618.55198m;2.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.871766;902.81448u;327.88928m;11.358121u
2024-09-16 10:19:10.303;1.2000000;17.049990;100.00000k;100.00000k;FALSE;FALSE;FALSE;30.300581;33.900000;14.979865;576.13746m;-2.9841951;154.15115m;10.000109k;530.09312m;0.0000000;14.935394;545.09989m;-3.0335770;144.51447m;10.000113k;548.41877m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.871233;851.50412u;327.82419m;30.207255u
2024-09-16 10:19:26.153;17.050000;32.699990;100.00000k;100.00000k;FALSE;FALSE;FALSE;30.502933;33.800000;14.972117;580.42059m;-2.9773020;153.29767m;10.000099k;502.14351m;0.0000000;14.932525;542.87735m;-3.0294225;144.48054m;10.000105k;526.48052m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.870642;798.45667u;327.64254m;59.344108u
2024-09-16 10:19:41.803;32.700000;48.199990;100.00000k;100.00000k;FALSE;FALSE;FALSE;30.693949;34.000000;14.971899;566.68125m;-2.9759628;157.05332m;10.000106k;529.97008m;0.0000000;14.934330;531.84171m;-3.0305834;149.21349m;10.000104k;522.19168m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.870123;815.67836u;327.58882m;33.070163u
2024-09-16 10:19:57.303;48.200000;63.799990;100.00000k;100.00000k;FALSE;FALSE;FALSE;30.901999;33.900000;14.977405;575.91319m;-2.9746817;153.10301m;10.000111k;534.08198m;0.0000000;14.932699;543.40625m;-3.0233952;143.03186m;10.000106k;509.11143m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.869920;789.83521u;327.52855m;29.433875u
2024-09-16 10:20:12.903;63.800000;79.299990;100.00000k;100.00000k;FALSE;FALSE;FALSE;31.108013;33.600000;14.964633;542.32970m;-2.9687475;155.92097m;10.000107k;535.66133m;0.0000000;14.929784;519.87457m;-3.0200832;146.08329m;10.000104k;529.23520m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.870006;777.02522u;327.44080m;20.024538u
2024-09-16 10:20:28.403;79.300000;94.899990;100.00000k;100.00000k;FALSE;FALSE;FALSE;31.328227;33.600000;14.974886;574.55557m;-2.9723718;153.50025m;10.000113k;546.24338m;0.0000000;14.931198;540.70678m;-3.0215289;145.75345m;10.000115k;553.55604m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.870155;826.48132u;327.40171m;17.908830u
2024-09-16 10:20:44.003;94.900000;110.49999;100.00000k;100.00000k;FALSE;FALSE;FALSE;31.590863;33.300000;14.969213;568.37538m;-2.9672895;155.14636m;10.000106k;536.96143m;0.0000000;14.932176;537.41546m;-3.0183310;146.81391m;10.000101k;507.82892m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.870307;808.94289u;327.35358m;16.951220u
2024-09-16 10:20:59.603;110.50000;125.99999;100.00000k;100.00000k;FALSE;FALSE;FALSE;31.838542;33.000000;14.976868;566.20653m;-2.9672746;151.59951m;10.000114k;550.81273m;0.0000000;14.933227;534.20999m;-3.0142750;142.04133m;10.000102k;492.58787m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.870456;789.84062u;327.30157m;17.702887u
2024-09-16 10:21:15.103;126.00000;141.49999;100.00000k;100.00000k;FALSE;FALSE;FALSE;32.154986;32.900000;14.964873;573.43376m;-2.9625545;154.48222m;10.000100k;504.44828m;0.0000000;14.927026;535.10945m;-3.0143536;146.08763m;10.000104k;522.19168m;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000;14.870446;783.53005u;327.30424m;24.088850u
